T	muB	muQ	munue	munumu	mnutau	nB	nQ	s_QCD	s_tot	ne	nmu	ntau	nnue	nnumu	nnutau
# Source S1·R1 [input_traj copy.txt] (B=8.6e-11, Le=-5.1e-11, Lmu=-5.1e-11, Ltau=-5.1e-11, eos=1, nf=3)
88	141.873	-358.028	-217.756	-730.541	809.993	0.00287472	-2.03737e+06	6.45954e+06	3.34269e+07	455415	-2.50129e+06	8506.12	-455415	-7.52679e+06	1.00196e+07
89	142.821	-361.554	-219.93	-739.951	820.943	0.00299218	-2.1384e+06	6.77349e+06	3.47928e+07	469984	-2.6194e+06	11012.5	-469984	-7.81845e+06	1.04268e+07
90	143.568	-365.101	-222.116	-749.481	832.025	0.00311434	-2.2437e+06	7.10248e+06	3.62132e+07	484905	-2.74281e+06	14202.4	-484905	-8.12115e+06	1.08498e+07
91	144.243	-368.664	-224.31	-759.13	843.234	0.00324134	-2.35338e+06	7.44651e+06	3.76901e+07	500175	-2.8718e+06	18246.3	-500175	-8.43522e+06	1.12888e+07
92	145.016	-372.251	-226.518	-768.921	854.594	0.00337367	-2.4677e+06	7.80711e+06	3.92287e+07	515814	-3.00688e+06	23362.2	-515814	-8.76173e+06	1.17452e+07
93	145.688	-375.867	-228.742	-778.878	866.127	0.00351182	-2.58696e+06	8.18587e+06	4.08351e+07	531842	-3.14863e+06	29823.2	-531842	-9.1019e+06	1.22207e+07
94	146.351	-379.512	-230.982	-789.013	877.844	0.00365622	-2.71138e+06	8.58369e+06	4.25142e+07	548266	-3.29761e+06	37965.1	-548266	-9.45666e+06	1.27163e+07
95	146.934	-383.187	-233.239	-799.344	889.76	0.00380741	-2.84117e+06	9.0017e+06	4.42722e+07	565097	-3.45448e+06	48207	-565097	-9.82717e+06	1.32334e+07
96	147.441	-386.893	-235.513	-809.889	901.891	0.00396594	-2.97658e+06	9.44107e+06	4.61156e+07	582341	-3.61999e+06	61069.7	-582341	-1.02147e+07	1.37736e+07
97	147.88	-390.628	-237.803	-820.669	914.254	0.00413249	-3.11784e+06	9.90307e+06	4.80522e+07	600005	-3.79504e+06	77201.9	-600005	-1.06206e+07	1.43385e+07
98	148.26	-394.389	-240.107	-831.7	926.861	0.00430773	-3.26509e+06	1.03886e+07	5.00899e+07	618086	-3.98057e+06	97401.2	-618086	-1.10464e+07	1.49296e+07
99	148.593	-398.174	-242.424	-843.01	939.733	0.00449257	-3.41856e+06	1.08993e+07	5.22392e+07	636588	-4.17782e+06	122672	-636588	-1.14939e+07	1.55491e+07
100	148.879	-401.952	-244.738	-854.564	952.828	0.00468707	-3.57782e+06	1.14322e+07	5.45008e+07	655439	-4.38737e+06	154117	-655439	-1.19629e+07	1.61961e+07
101	149.163	-405.812	-247.097	-866.502	966.257	0.00489363	-3.74273e+06	1.1995e+07	5.69027e+07	674876	-4.61114e+06	193532	-674876	-1.24597e+07	1.68773e+07
102	149.32	-409.386	-249.297	-878.209	979.417	0.00510392	-3.90923e+06	1.25425e+07	5.93479e+07	693920	-4.84377e+06	240618	-693920	-1.29606e+07	1.75638e+07
103	149.801	-413.891	-252.014	-892.617	995.307	0.00536601	-4.10587e+06	1.33079e+07	6.23955e+07	715887	-5.1303e+06	308538	-715887	-1.35883e+07	1.84101e+07
104	148.973	-414.77	-252.72	-898.337	1002.18	0.00549063	-4.21437e+06	1.33657e+07	6.38445e+07	728135	-5.29154e+06	349029	-728135	-1.38618e+07	1.88043e+07
105	153.609	-430.989	-261.923	-945.966	1051.61	0.00637802	-4.75324e+06	1.6944e+07	7.4163e+07	784719	-6.21596e+06	678002	-784719	-1.60329e+07	2.15709e+07
106	154.151	-435.768	-264.79	-966.062	1072.83	0.0068109	-5.01727e+06	1.8278e+07	7.91965e+07	809376	-6.72458e+06	897940	-809376	-1.70344e+07	2.2861e+07
107	150.446	-428.381	-260.923	-948.694	1056.48	0.00650158	-4.90194e+06	1.62887e+07	7.55997e+07	797861	-6.45089e+06	751088	-797861	-1.6229e+07	2.19288e+07
108	150.9	-432.229	-263.276	-965.45	1074.16	0.00687051	-5.12437e+06	1.72737e+07	7.98896e+07	819972	-6.89375e+06	949409	-819972	-1.70731e+07	2.30175e+07
109	150.369	-433.175	-264.019	-973.811	1083.38	0.00707976	-5.26151e+06	1.75231e+07	8.23228e+07	833582	-7.174e+06	1.0789e+06	-833582	-1.75228e+07	2.36179e+07
110	149.983	-434.465	-264.952	-983.693	1094.01	0.00732709	-5.41119e+06	1.78998e+07	8.51987e+07	848408	-7.50167e+06	1.24207e+06	-848408	-1.80579e+07	2.43175e+07
111	149.444	-435.327	-265.647	-992.518	1103.52	0.00755824	-5.54833e+06	1.81763e+07	8.78865e+07	862072	-7.81714e+06	1.40674e+06	-862072	-1.85488e+07	2.49592e+07
112	148.917	-435.998	-266.234	-1001.01	1112.63	0.00778778	-5.67967e+06	1.84159e+07	9.05555e+07	875278	-8.13605e+06	1.5811e+06	-875278	-1.90306e+07	2.55856e+07
113	148.359	-436.353	-266.646	-1008.6	1120.79	0.0080022	-5.80025e+06	1.85674e+07	9.30488e+07	887615	-8.44206e+06	1.7542e+06	-887615	-1.94726e+07	2.61604e+07
114	147.872	-436.664	-267.03	-1016.26	1128.96	0.0082232	-5.9186e+06	1.87189e+07	9.56186e+07	899923	-8.76014e+06	1.94162e+06	-899923	-1.99254e+07	2.6744e+07
115	147.429	-436.837	-267.336	-1023.59	1136.73	0.00844091	-6.03104e+06	1.88326e+07	9.81501e+07	911898	-9.0784e+06	2.13546e+06	-911898	-2.03666e+07	2.73096e+07
116	147.041	-436.896	-267.578	-1030.63	1144.16	0.00865587	-6.13787e+06	1.89121e+07	1.0065e+08	923606	-9.39706e+06	2.33558e+06	-923606	-2.07978e+07	2.78593e+07
117	146.723	-436.864	-267.766	-1037.41	1151.28	0.0088687	-6.23942e+06	1.8961e+07	1.03124e+08	935112	-9.71656e+06	2.54203e+06	-935112	-2.12208e+07	2.83953e+07
118	146.467	-436.76	-267.912	-1043.98	1158.14	0.00908003	-6.33594e+06	1.89828e+07	1.05582e+08	946470	-1.00374e+07	2.75495e+06	-946470	-2.16372e+07	2.89196e+07
119	146.276	-436.598	-268.025	-1050.37	1164.76	0.00929032	-6.42761e+06	1.89799e+07	1.08027e+08	957724	-1.03598e+07	2.97445e+06	-957724	-2.20483e+07	2.94337e+07
120	146.15	-436.393	-268.111	-1056.61	1171.19	0.00950031	-6.51464e+06	1.89558e+07	1.10469e+08	968922	-1.06845e+07	3.20098e+06	-968922	-2.24561e+07	2.99396e+07
121	146.094	-436.18	-268.191	-1062.87	1177.57	0.00971417	-6.59804e+06	1.89262e+07	1.12955e+08	980176	-1.10169e+07	3.43872e+06	-980176	-2.28697e+07	3.04479e+07
122	146.101	-435.982	-268.277	-1069.27	1184.02	0.0099357	-6.67863e+06	1.89052e+07	1.15531e+08	991565	-1.13621e+07	3.69188e+06	-991565	-2.32973e+07	3.09675e+07
123	146.157	-435.795	-268.367	-1075.82	1190.55	0.010165	-6.75624e+06	1.88932e+07	1.18198e+08	1.00308e+06	-1.17204e+07	3.96103e+06	-1.00308e+06	-2.3739e+07	3.14983e+07
124	146.247	-435.615	-268.459	-1082.49	1197.13	0.010402	-6.83065e+06	1.88903e+07	1.20954e+08	1.0147e+06	-1.20919e+07	4.24651e+06	-1.0147e+06	-2.41943e+07	3.20396e+07
125	146.36	-435.437	-268.55	-1089.29	1203.77	0.0106467	-6.9017e+06	1.88966e+07	1.23799e+08	1.02641e+06	-1.24767e+07	4.54863e+06	-1.02641e+06	-2.46629e+07	3.2591e+07
126	146.486	-435.259	-268.639	-1096.2	1210.45	0.010899	-6.9692e+06	1.89123e+07	1.26732e+08	1.0382e+06	-1.28751e+07	4.86769e+06	-1.0382e+06	-2.51446e+07	3.3152e+07
127	146.615	-435.078	-268.725	-1103.21	1217.16	0.0111589	-7.03303e+06	1.89377e+07	1.29754e+08	1.05007e+06	-1.32871e+07	5.20399e+06	-1.05007e+06	-2.56391e+07	3.37223e+07
128	146.74	-434.891	-268.805	-1110.31	1223.9	0.0114263	-7.09306e+06	1.89731e+07	1.32864e+08	1.06201e+06	-1.37129e+07	5.5578e+06	-1.06201e+06	-2.61463e+07	3.43014e+07
129	146.853	-434.698	-268.88	-1117.5	1230.67	0.0117013	-7.14917e+06	1.9019e+07	1.36061e+08	1.074e+06	-1.41526e+07	5.92938e+06	-1.074e+06	-2.66659e+07	3.48891e+07
130	146.948	-434.496	-268.948	-1124.78	1237.46	0.0119839	-7.20128e+06	1.90762e+07	1.39348e+08	1.08605e+06	-1.46064e+07	6.31906e+06	-1.08605e+06	-2.71979e+07	3.54853e+07
131	147.015	-434.289	-269.011	-1132.18	1244.32	0.0122759	-7.24953e+06	1.91513e+07	1.42743e+08	1.09816e+06	-1.50771e+07	6.7294e+06	-1.09816e+06	-2.77457e+07	3.60934e+07
132	147.017	-434.08	-269.071	-1139.76	1251.27	0.0125788	-7.29402e+06	1.92509e+07	1.46266e+08	1.11035e+06	-1.55673e+07	7.16292e+06	-1.11035e+06	-2.83124e+07	3.67168e+07
133	146.916	-433.863	-269.124	-1147.48	1258.32	0.0128927	-7.33466e+06	1.93753e+07	1.49915e+08	1.12258e+06	-1.60772e+07	7.61993e+06	-1.12258e+06	-2.88975e+07	3.73547e+07
134	146.682	-433.635	-269.169	-1155.35	1265.44	0.0132174	-7.37137e+06	1.9525e+07	1.53691e+08	1.13486e+06	-1.66068e+07	8.1006e+06	-1.13486e+06	-2.95004e+07	3.80066e+07
135	146.288	-433.393	-269.205	-1163.35	1272.64	0.013553	-7.40412e+06	1.97013e+07	1.57593e+08	1.14716e+06	-1.71568e+07	8.6055e+06	-1.14716e+06	-3.01212e+07	3.86725e+07
136	145.7	-433.134	-269.228	-1171.47	1279.91	0.0138997	-7.43292e+06	1.99055e+07	1.61625e+08	1.15948e+06	-1.77275e+07	9.1351e+06	-1.15948e+06	-3.07599e+07	3.93523e+07
137	144.886	-432.856	-269.239	-1179.71	1287.24	0.0142572	-7.45774e+06	2.01375e+07	1.65781e+08	1.17181e+06	-1.83188e+07	9.68927e+06	-1.17181e+06	-3.14156e+07	4.00452e+07
138	143.827	-432.555	-269.235	-1188.04	1294.61	0.0146252	-7.4786e+06	2.0397e+07	1.7006e+08	1.18412e+06	-1.89305e+07	1.02677e+07	-1.18412e+06	-3.20876e+07	4.07503e+07
139	142.51	-432.231	-269.216	-1196.45	1302.02	0.0150032	-7.49553e+06	2.06833e+07	1.74456e+08	1.19642e+06	-1.95621e+07	1.08701e+07	-1.19642e+06	-3.27748e+07	4.14667e+07
140	140.93	-431.882	-269.18	-1204.92	1309.46	0.0153912	-7.50858e+06	2.09967e+07	1.78968e+08	1.20869e+06	-2.02136e+07	1.14964e+07	-1.20869e+06	-3.34768e+07	4.2194e+07
141	139.092	-431.512	-269.13	-1213.58	1317.04	0.0157945	-7.51804e+06	2.13581e+07	1.83657e+08	1.22095e+06	-2.08938e+07	1.21548e+07	-1.22095e+06	-3.42034e+07	4.29424e+07
142	137.025	-431.118	-269.065	-1222.53	1324.85	0.0162182	-7.52425e+06	2.17881e+07	1.88584e+08	1.23318e+06	-2.16113e+07	1.28539e+07	-1.23318e+06	-3.49638e+07	4.37212e+07
143	134.754	-430.692	-268.979	-1231.75	1332.87	0.0166618	-7.52737e+06	2.2287e+07	1.93741e+08	1.24535e+06	-2.2366e+07	1.35933e+07	-1.24535e+06	-3.57564e+07	4.45291e+07
144	132.306	-430.227	-268.869	-1241.19	1341.08	0.0171245	-7.52762e+06	2.28537e+07	1.99122e+08	1.25744e+06	-2.31574e+07	1.43724e+07	-1.25744e+06	-3.65791e+07	4.53642e+07
145	129.701	-429.718	-268.731	-1250.82	1349.44	0.0176057	-7.52526e+06	2.34875e+07	2.04717e+08	1.2694e+06	-2.39849e+07	1.51903e+07	-1.2694e+06	-3.74302e+07	4.62249e+07
146	126.961	-429.16	-268.564	-1260.6	1357.93	0.0181044	-7.52061e+06	2.41862e+07	2.10516e+08	1.28122e+06	-2.48475e+07	1.60457e+07	-1.28122e+06	-3.83072e+07	4.71091e+07
147	124.105	-428.551	-268.364	-1270.5	1366.53	0.0186193	-7.514e+06	2.49466e+07	2.16503e+08	1.29289e+06	-2.57435e+07	1.69366e+07	-1.29289e+06	-3.92075e+07	4.80144e+07
148	121.158	-427.887	-268.131	-1280.48	1375.2	0.0191497	-7.50579e+06	2.57667e+07	2.22671e+08	1.30438e+06	-2.66722e+07	1.7862e+07	-1.30438e+06	-4.0129e+07	4.89392e+07
149	118.139	-427.169	-267.864	-1290.53	1383.95	0.019695	-7.49635e+06	2.66459e+07	2.29012e+08	1.3157e+06	-2.76329e+07	1.88209e+07	-1.3157e+06	-4.10706e+07	4.98827e+07
150	115.065	-426.394	-267.562	-1300.62	1392.75	0.0202548	-7.48609e+06	2.75829e+07	2.3552e+08	1.32682e+06	-2.86252e+07	1.98123e+07	-1.32682e+06	-4.20309e+07	5.08438e+07
151	111.953	-425.564	-267.225	-1310.7	1401.55	0.0208263	-7.47541e+06	2.85679e+07	2.42166e+08	1.33774e+06	-2.96449e+07	2.08318e+07	-1.33774e+06	-4.3005e+07	5.18181e+07
152	108.834	-424.681	-266.856	-1320.72	1410.33	0.0214075	-7.46467e+06	2.95926e+07	2.48925e+08	1.34848e+06	-3.06886e+07	2.18754e+07	-1.34848e+06	-4.39889e+07	5.28021e+07
153	105.738	-423.747	-266.454	-1330.7	1419.09	0.0219985	-7.45416e+06	3.06574e+07	2.55797e+08	1.35903e+06	-3.17564e+07	2.29432e+07	-1.35903e+06	-4.49827e+07	5.37959e+07
154	102.689	-422.765	-266.022	-1340.61	1427.83	0.0225994	-7.44419e+06	3.1763e+07	2.62784e+08	1.3694e+06	-3.28486e+07	2.4035e+07	-1.3694e+06	-4.59865e+07	5.48001e+07
155	99.7045	-421.734	-265.559	-1350.48	1436.55	0.0232102	-7.43506e+06	3.29098e+07	2.69886e+08	1.37959e+06	-3.39656e+07	2.51509e+07	-1.37959e+06	-4.70002e+07	5.58148e+07
156	96.7967	-420.657	-265.066	-1360.3	1445.26	0.0238309	-7.42707e+06	3.4098e+07	2.77103e+08	1.3896e+06	-3.51073e+07	2.62906e+07	-1.3896e+06	-4.80237e+07	5.68404e+07
157	93.9752	-419.535	-264.545	-1370.07	1453.95	0.0244615	-7.42051e+06	3.53273e+07	2.84436e+08	1.39944e+06	-3.62738e+07	2.74539e+07	-1.39944e+06	-4.90568e+07	5.78768e+07
158	91.2468	-418.37	-263.995	-1379.78	1462.63	0.0251018	-7.41567e+06	3.65975e+07	2.91882e+08	1.40909e+06	-3.74651e+07	2.86404e+07	-1.40909e+06	-5.00994e+07	5.89241e+07
159	88.6158	-417.162	-263.418	-1389.44	1471.29	0.0257518	-7.41284e+06	3.7908e+07	2.9944e+08	1.41858e+06	-3.86811e+07	2.98497e+07	-1.41858e+06	-5.11509e+07	5.99823e+07
160	86.0849	-415.914	-262.814	-1399.03	1479.94	0.0264111	-7.41229e+06	3.92572e+07	3.07106e+08	1.42789e+06	-3.99211e+07	3.10809e+07	-1.42789e+06	-5.22108e+07	6.1051e+07
161	83.655	-414.63	-262.187	-1408.5	1488.5	0.0270753	-7.41437e+06	4.06248e+07	3.14829e+08	1.43705e+06	-4.11772e+07	3.23258e+07	-1.43705e+06	-5.32715e+07	6.21229e+07
162	81.3225	-413.319	-261.541	-1417.78	1496.93	0.0277402	-7.41922e+06	4.19912e+07	3.2256e+08	1.44609e+06	-4.24416e+07	3.35763e+07	-1.44609e+06	-5.43264e+07	6.31917e+07
163	79.0832	-411.985	-260.877	-1426.87	1505.24	0.0284058	-7.42677e+06	4.33556e+07	3.303e+08	1.45503e+06	-4.37143e+07	3.48325e+07	-1.45503e+06	-5.53757e+07	6.42575e+07
164	76.9337	-410.629	-260.199	-1435.8	1513.42	0.0290725	-7.43695e+06	4.47181e+07	3.38052e+08	1.46387e+06	-4.49953e+07	3.60945e+07	-1.46387e+06	-5.64202e+07	6.53211e+07
165	74.8717	-409.256	-259.507	-1444.57	1521.5	0.0297404	-7.44968e+06	4.6079e+07	3.45818e+08	1.47263e+06	-4.6285e+07	3.73627e+07	-1.47263e+06	-5.74605e+07	6.63828e+07
166	72.8955	-407.868	-258.803	-1453.2	1529.47	0.0304097	-7.46484e+06	4.74385e+07	3.53602e+08	1.48132e+06	-4.75834e+07	3.86372e+07	-1.48132e+06	-5.84971e+07	6.74432e+07
167	71.0032	-406.468	-258.089	-1461.69	1537.35	0.0310808	-7.48233e+06	4.87968e+07	3.61405e+08	1.48995e+06	-4.88908e+07	3.99185e+07	-1.48995e+06	-5.95306e+07	6.85029e+07
168	69.1939	-405.057	-257.366	-1470.04	1545.13	0.0317537	-7.50205e+06	5.01541e+07	3.6923e+08	1.49852e+06	-5.02074e+07	4.12068e+07	-1.49852e+06	-6.05615e+07	6.9562e+07
169	67.4669	-403.638	-256.634	-1478.28	1552.83	0.0324287	-7.52387e+06	5.15105e+07	3.77078e+08	1.50705e+06	-5.15332e+07	4.25023e+07	-1.50705e+06	-6.15902e+07	7.06211e+07
170	65.8221	-402.213	-255.897	-1486.41	1560.44	0.0331059	-7.54768e+06	5.28664e+07	3.84953e+08	1.51554e+06	-5.28685e+07	4.38053e+07	-1.51554e+06	-6.26173e+07	7.16805e+07
171	64.2578	-400.782	-255.152	-1494.45	1568	0.0337871	-7.5733e+06	5.42294e+07	3.92874e+08	1.52399e+06	-5.42164e+07	4.51191e+07	-1.52399e+06	-6.36456e+07	7.27429e+07
172	62.7662	-399.344	-254.401	-1502.42	1575.52	0.0344739	-7.60064e+06	5.56071e+07	4.0086e+08	1.53241e+06	-5.55799e+07	4.64469e+07	-1.53241e+06	-6.4678e+07	7.3811e+07
173	61.3393	-397.901	-253.644	-1510.35	1583.01	0.0351664	-7.62966e+06	5.69993e+07	4.08911e+08	1.54078e+06	-5.6959e+07	4.77886e+07	-1.54078e+06	-6.57144e+07	7.48848e+07
174	59.9697	-396.453	-252.881	-1518.21	1590.46	0.0358645	-7.6603e+06	5.84059e+07	4.17029e+08	1.54912e+06	-5.83537e+07	4.91442e+07	-1.54912e+06	-6.6755e+07	7.59644e+07
175	58.6514	-395.003	-252.113	-1526.02	1597.88	0.0365683	-7.69253e+06	5.98267e+07	4.25213e+08	1.55743e+06	-5.97639e+07	5.05139e+07	-1.55743e+06	-6.77999e+07	7.70499e+07
176	57.3788	-393.55	-251.341	-1533.78	1605.27	0.0372778	-7.72627e+06	6.12615e+07	4.33463e+08	1.56571e+06	-6.11897e+07	5.18977e+07	-1.56571e+06	-6.88493e+07	7.81412e+07
177	56.1471	-392.095	-250.565	-1541.49	1612.62	0.0379931	-7.76149e+06	6.27102e+07	4.41781e+08	1.57398e+06	-6.26311e+07	5.32956e+07	-1.57398e+06	-6.99031e+07	7.92386e+07
178	54.9521	-390.64	-249.786	-1549.15	1619.94	0.0387142	-7.79811e+06	6.41728e+07	4.50165e+08	1.58222e+06	-6.4088e+07	5.47077e+07	-1.58222e+06	-7.09616e+07	8.03419e+07
179	53.7902	-389.185	-249.004	-1556.76	1627.24	0.0394412	-7.83608e+06	6.56493e+07	4.58618e+08	1.59044e+06	-6.55606e+07	5.61341e+07	-1.59044e+06	-7.20249e+07	8.14514e+07
180	52.6583	-387.732	-248.221	-1564.34	1634.5	0.040174	-7.87534e+06	6.71395e+07	4.6714e+08	1.59865e+06	-6.70489e+07	5.75749e+07	-1.59865e+06	-7.3093e+07	8.2567e+07
181	51.5541	-386.28	-247.435	-1571.86	1641.74	0.0409127	-7.91583e+06	6.86433e+07	4.7573e+08	1.60686e+06	-6.85527e+07	5.903e+07	-1.60686e+06	-7.41662e+07	8.36888e+07
182	50.4766	-384.83	-246.648	-1579.35	1648.95	0.0416574	-7.95747e+06	7.01605e+07	4.84388e+08	1.61505e+06	-7.00722e+07	6.04996e+07	-1.61505e+06	-7.52443e+07	8.48169e+07
183	49.4256	-383.384	-245.861	-1586.8	1656.14	0.042408	-8.00022e+06	7.16913e+07	4.93117e+08	1.62324e+06	-7.16073e+07	6.19838e+07	-1.62324e+06	-7.63277e+07	8.59512e+07
184	48.4006	-381.941	-245.073	-1594.21	1663.3	0.0431647	-8.04398e+06	7.32357e+07	5.01915e+08	1.63142e+06	-7.31581e+07	6.34827e+07	-1.63142e+06	-7.74165e+07	8.70919e+07
185	47.4015	-380.503	-244.285	-1601.59	1670.43	0.0439275	-8.08871e+06	7.47939e+07	5.10785e+08	1.63961e+06	-7.47249e+07	6.49965e+07	-1.63961e+06	-7.85108e+07	8.82391e+07
186	46.4281	-379.069	-243.497	-1608.94	1677.54	0.0446967	-8.13434e+06	7.63669e+07	5.1973e+08	1.6478e+06	-7.63079e+07	6.65257e+07	-1.6478e+06	-7.9611e+07	8.93931e+07
187	45.4802	-377.64	-242.709	-1616.25	1684.64	0.0454726	-8.18081e+06	7.79559e+07	5.28751e+08	1.65599e+06	-7.79077e+07	6.80709e+07	-1.65599e+06	-8.07177e+07	9.05544e+07
188	44.5578	-376.216	-241.922	-1623.54	1691.71	0.0462551	-8.22807e+06	7.95609e+07	5.3785e+08	1.66418e+06	-7.95243e+07	6.9632e+07	-1.66418e+06	-8.18308e+07	9.1723e+07
189	43.6609	-374.797	-241.136	-1630.81	1698.77	0.0470444	-8.27609e+06	8.1182e+07	5.47028e+08	1.67237e+06	-8.11578e+07	7.12093e+07	-1.67237e+06	-8.29505e+07	9.2899e+07
190	42.7897	-373.384	-240.35	-1638.05	1705.81	0.0478404	-8.32482e+06	8.28191e+07	5.56284e+08	1.68058e+06	-8.28082e+07	7.28028e+07	-1.68058e+06	-8.40769e+07	9.40823e+07
191	41.9439	-371.977	-239.567	-1645.27	1712.84	0.0486433	-8.37422e+06	8.44729e+07	5.6562e+08	1.68879e+06	-8.44758e+07	7.44128e+07	-1.68879e+06	-8.52102e+07	9.52733e+07
192	41.1224	-370.577	-238.784	-1652.46	1719.85	0.0494533	-8.42424e+06	8.61435e+07	5.75038e+08	1.697e+06	-8.61608e+07	7.60396e+07	-1.697e+06	-8.63507e+07	9.64719e+07
193	40.3237	-369.183	-238.003	-1659.64	1726.84	0.0502703	-8.47485e+06	8.78313e+07	5.84538e+08	1.70523e+06	-8.78632e+07	7.76831e+07	-1.70523e+06	-8.74983e+07	9.76784e+07
194	39.5463	-367.795	-237.224	-1666.79	1733.83	0.0510944	-8.52601e+06	8.95361e+07	5.94121e+08	1.71346e+06	-8.95831e+07	7.93436e+07	-1.71346e+06	-8.86532e+07	9.88927e+07
195	38.789	-366.415	-236.447	-1673.93	1740.8	0.0519256	-8.57769e+06	9.1258e+07	6.03787e+08	1.72171e+06	-9.13206e+07	8.10211e+07	-1.72171e+06	-8.98154e+07	1.00115e+08
196	38.0506	-365.042	-235.672	-1681.05	1747.75	0.0527641	-8.62984e+06	9.29972e+07	6.13536e+08	1.72997e+06	-9.30756e+07	8.27158e+07	-1.72997e+06	-9.09851e+07	1.01345e+08
197	37.3299	-363.675	-234.899	-1688.16	1754.69	0.0536098	-8.68244e+06	9.47536e+07	6.23369e+08	1.73824e+06	-9.48484e+07	8.44277e+07	-1.73824e+06	-9.21624e+07	1.02583e+08
198	36.626	-362.317	-234.129	-1695.24	1761.63	0.0544627	-8.73544e+06	9.65275e+07	6.33287e+08	1.74652e+06	-9.66389e+07	8.6157e+07	-1.74652e+06	-9.33473e+07	1.03829e+08
199	35.9378	-360.966	-233.361	-1702.31	1768.54	0.055323	-8.78882e+06	9.83189e+07	6.43291e+08	1.75482e+06	-9.84473e+07	8.79037e+07	-1.75482e+06	-9.45399e+07	1.05084e+08
200	35.2644	-359.622	-232.595	-1709.37	1775.45	0.0561907	-8.84253e+06	1.00128e+08	6.5338e+08	1.76313e+06	-1.00274e+08	8.9668e+07	-1.76313e+06	-9.57403e+07	1.06346e+08
201	34.6049	-358.287	-231.833	-1716.41	1782.35	0.057066	-8.89654e+06	1.01956e+08	6.63558e+08	1.77146e+06	-1.02118e+08	9.14504e+07	-1.77146e+06	-9.6949e+07	1.07617e+08
202	33.9585	-356.959	-231.073	-1723.45	1789.24	0.0579492	-8.95083e+06	1.03804e+08	6.73828e+08	1.7798e+06	-1.03982e+08	9.32515e+07	-1.7798e+06	-9.81662e+07	1.08897e+08
203	33.3245	-355.638	-230.316	-1730.47	1796.13	0.0588404	-9.00537e+06	1.05672e+08	6.84191e+08	1.78816e+06	-1.05865e+08	9.50715e+07	-1.78816e+06	-9.93922e+07	1.10186e+08
204	32.7022	-354.326	-229.562	-1737.49	1803	0.0597396	-9.06015e+06	1.0756e+08	6.94647e+08	1.79653e+06	-1.07767e+08	9.69104e+07	-1.79653e+06	-1.00627e+08	1.11484e+08
205	32.091	-353.021	-228.81	-1744.5	1809.88	0.060647	-9.11514e+06	1.0947e+08	7.05197e+08	1.80492e+06	-1.09688e+08	9.87684e+07	-1.80492e+06	-1.01871e+08	1.12791e+08
206	31.4903	-351.723	-228.062	-1751.5	1816.74	0.0615624	-9.17033e+06	1.114e+08	7.15842e+08	1.81332e+06	-1.11629e+08	1.00646e+08	-1.81332e+06	-1.03123e+08	1.14107e+08
207	30.9001	-350.434	-227.316	-1758.49	1823.6	0.062486	-9.22569e+06	1.1335e+08	7.26582e+08	1.82173e+06	-1.13589e+08	1.02542e+08	-1.82173e+06	-1.04385e+08	1.15432e+08
208	30.3205	-349.152	-226.574	-1765.48	1830.46	0.0634179	-9.28122e+06	1.15322e+08	7.37417e+08	1.83016e+06	-1.15569e+08	1.04458e+08	-1.83016e+06	-1.05656e+08	1.16767e+08
209	29.7514	-347.879	-225.834	-1772.46	1837.31	0.064358	-9.33689e+06	1.17315e+08	7.48349e+08	1.83861e+06	-1.17569e+08	1.06393e+08	-1.83861e+06	-1.06936e+08	1.18111e+08
210	29.1929	-346.613	-225.098	-1779.43	1844.15	0.0653066	-9.39269e+06	1.1933e+08	7.59379e+08	1.84707e+06	-1.19588e+08	1.08349e+08	-1.84707e+06	-1.08225e+08	1.19465e+08
211	28.6449	-345.354	-224.365	-1786.4	1850.99	0.0662636	-9.4486e+06	1.21366e+08	7.70507e+08	1.85555e+06	-1.21628e+08	1.10324e+08	-1.85555e+06	-1.09524e+08	1.20828e+08
212	28.1075	-344.104	-223.635	-1793.36	1857.83	0.0672291	-9.50462e+06	1.23425e+08	7.81734e+08	1.86405e+06	-1.23688e+08	1.12319e+08	-1.86405e+06	-1.10832e+08	1.22201e+08
213	27.5804	-342.861	-222.908	-1800.32	1864.66	0.0682033	-9.56072e+06	1.25506e+08	7.93061e+08	1.87256e+06	-1.25768e+08	1.14335e+08	-1.87256e+06	-1.12151e+08	1.23584e+08
214	27.0636	-341.626	-222.185	-1807.28	1871.5	0.0691861	-9.6169e+06	1.27609e+08	8.04489e+08	1.88108e+06	-1.27868e+08	1.1637e+08	-1.88108e+06	-1.13478e+08	1.24976e+08
215	26.557	-340.399	-221.464	-1814.23	1878.32	0.0701776	-9.67315e+06	1.29735e+08	8.16019e+08	1.88962e+06	-1.2999e+08	1.18427e+08	-1.88962e+06	-1.14816e+08	1.26379e+08
216	26.0603	-339.18	-220.747	-1821.18	1885.15	0.0711779	-9.72946e+06	1.31884e+08	8.2765e+08	1.89818e+06	-1.32131e+08	1.20504e+08	-1.89818e+06	-1.16164e+08	1.27791e+08
217	25.5736	-337.968	-220.033	-1828.13	1891.97	0.0721871	-9.78583e+06	1.34057e+08	8.39385e+08	1.90675e+06	-1.34294e+08	1.22602e+08	-1.90675e+06	-1.17521e+08	1.29214e+08
218	25.0965	-336.763	-219.323	-1835.07	1898.8	0.0732053	-9.84224e+06	1.36253e+08	8.51225e+08	1.91534e+06	-1.36478e+08	1.24721e+08	-1.91534e+06	-1.18889e+08	1.30647e+08
