T	muB	muQ	munue	munumu	mnutau	nB	nQ	s_QCD	s_tot	ne	nmu	ntau	nnue	nnumu	nnutau
# Source S1·R1 [input_traj copy.txt] (B=8.6e-11, Le=-5.1e-11, Lmu=-5.1e-11, Ltau=-5.1e-11, eos=1, nf=3)
219	24.6291	-335.566	-218.615	-1842.02	1905.62	0.0742325	-9.89869e+06	1.38473e+08	8.63168e+08	1.92394e+06	-1.38683e+08	1.26861e+08	-1.92394e+06	-1.20267e+08	1.3209e+08
220	24.1711	-334.377	-217.911	-1848.96	1912.44	0.0752687	-9.95519e+06	1.40717e+08	8.75218e+08	1.93255e+06	-1.4091e+08	1.29022e+08	-1.93255e+06	-1.21655e+08	1.33543e+08
221	23.7225	-333.195	-217.21	-1855.9	1919.25	0.0763141	-1.00117e+07	1.42985e+08	8.87374e+08	1.94118e+06	-1.43158e+08	1.31205e+08	-1.94118e+06	-1.23054e+08	1.35007e+08
222	23.283	-332.02	-216.512	-1862.84	1926.07	0.0773688	-1.00683e+07	1.45278e+08	8.99637e+08	1.94982e+06	-1.45428e+08	1.33409e+08	-1.94982e+06	-1.24464e+08	1.36482e+08
223	22.8525	-330.852	-215.817	-1869.77	1932.89	0.0784327	-1.01249e+07	1.47595e+08	9.12008e+08	1.95848e+06	-1.47719e+08	1.35636e+08	-1.95848e+06	-1.25883e+08	1.37967e+08
224	22.4309	-329.692	-215.126	-1876.71	1939.71	0.079506	-1.01815e+07	1.49938e+08	9.24488e+08	1.96715e+06	-1.50032e+08	1.37884e+08	-1.96715e+06	-1.27314e+08	1.39463e+08
225	22.0181	-328.539	-214.438	-1883.65	1946.52	0.0805887	-1.02382e+07	1.52306e+08	9.37077e+08	1.97583e+06	-1.52368e+08	1.40154e+08	-1.97583e+06	-1.28755e+08	1.40969e+08
226	21.6138	-327.392	-213.753	-1890.58	1953.34	0.0816808	-1.02948e+07	1.547e+08	9.49777e+08	1.98453e+06	-1.54726e+08	1.42446e+08	-1.98453e+06	-1.30208e+08	1.42487e+08
227	21.218	-326.253	-213.071	-1897.52	1960.16	0.0827826	-1.03516e+07	1.57119e+08	9.62588e+08	1.99324e+06	-1.57106e+08	1.44761e+08	-1.99324e+06	-1.31671e+08	1.44016e+08
228	20.8304	-325.121	-212.392	-1904.46	1966.98	0.083894	-1.04083e+07	1.59564e+08	9.75511e+08	2.00196e+06	-1.59509e+08	1.47098e+08	-2.00196e+06	-1.33145e+08	1.45555e+08
229	20.451	-323.995	-211.716	-1911.4	1973.8	0.0850151	-1.04652e+07	1.62036e+08	9.88547e+08	2.01069e+06	-1.61934e+08	1.49458e+08	-2.01069e+06	-1.3463e+08	1.47106e+08
230	20.0795	-322.876	-211.043	-1918.34	1980.62	0.0861459	-1.0522e+07	1.64535e+08	1.0017e+09	2.01943e+06	-1.64382e+08	1.51841e+08	-2.01943e+06	-1.36127e+08	1.48668e+08
231	19.716	-321.763	-210.373	-1925.28	1987.44	0.0872863	-1.0579e+07	1.67058e+08	1.01496e+09	2.02818e+06	-1.66853e+08	1.54246e+08	-2.02818e+06	-1.37634e+08	1.50241e+08
232	19.3601	-320.658	-209.707	-1932.21	1994.26	0.0884359	-1.06359e+07	1.69606e+08	1.02832e+09	2.03695e+06	-1.69345e+08	1.56672e+08	-2.03695e+06	-1.39152e+08	1.51825e+08
233	19.0118	-319.559	-209.044	-1939.15	2001.08	0.0895949	-1.0693e+07	1.72177e+08	1.0418e+09	2.04573e+06	-1.7186e+08	1.59121e+08	-2.04573e+06	-1.40681e+08	1.53419e+08
234	18.6709	-318.468	-208.384	-1946.08	2007.89	0.0907633	-1.07501e+07	1.74772e+08	1.05539e+09	2.05452e+06	-1.74396e+08	1.61592e+08	-2.05452e+06	-1.4222e+08	1.55024e+08
235	18.3372	-317.383	-207.727	-1953.01	2014.7	0.0919412	-1.08072e+07	1.77392e+08	1.06908e+09	2.06332e+06	-1.76955e+08	1.64085e+08	-2.06332e+06	-1.4377e+08	1.5664e+08
236	18.0106	-316.304	-207.073	-1959.93	2021.52	0.0931286	-1.08643e+07	1.80037e+08	1.08289e+09	2.07214e+06	-1.79537e+08	1.666e+08	-2.07214e+06	-1.45331e+08	1.58267e+08
237	17.691	-315.233	-206.423	-1966.86	2028.33	0.0943257	-1.09214e+07	1.82707e+08	1.09681e+09	2.08096e+06	-1.82141e+08	1.69138e+08	-2.08096e+06	-1.46903e+08	1.59905e+08
238	17.3783	-314.168	-205.776	-1973.78	2035.14	0.0955325	-1.09786e+07	1.85402e+08	1.11084e+09	2.0898e+06	-1.84767e+08	1.71699e+08	-2.0898e+06	-1.48486e+08	1.61554e+08
239	17.0721	-313.109	-205.132	-1980.71	2041.95	0.0967491	-1.10358e+07	1.88123e+08	1.12499e+09	2.09865e+06	-1.87417e+08	1.74283e+08	-2.09865e+06	-1.5008e+08	1.63214e+08
240	16.7726	-312.058	-204.491	-1987.63	2048.76	0.0979755	-1.10929e+07	1.90869e+08	1.13925e+09	2.10752e+06	-1.9009e+08	1.76889e+08	-2.10752e+06	-1.51685e+08	1.64886e+08
241	16.4794	-311.012	-203.854	-1994.55	2055.56	0.0992118	-1.11501e+07	1.93642e+08	1.15363e+09	2.11639e+06	-1.92786e+08	1.79519e+08	-2.11639e+06	-1.53302e+08	1.66569e+08
242	16.1925	-309.973	-203.219	-2001.48	2062.37	0.100458	-1.12073e+07	1.9644e+08	1.16812e+09	2.12528e+06	-1.95505e+08	1.82172e+08	-2.12528e+06	-1.5493e+08	1.68263e+08
243	15.9117	-308.94	-202.588	-2008.4	2069.18	0.101714	-1.12644e+07	1.99265e+08	1.18272e+09	2.13418e+06	-1.98247e+08	1.84849e+08	-2.13418e+06	-1.5657e+08	1.69969e+08
244	15.6369	-307.914	-201.96	-2015.32	2075.99	0.102981	-1.13216e+07	2.02116e+08	1.19745e+09	2.14308e+06	-2.01013e+08	1.87549e+08	-2.14308e+06	-1.58221e+08	1.71686e+08
245	15.368	-306.894	-201.335	-2022.25	2082.8	0.104257	-1.13788e+07	2.04994e+08	1.21229e+09	2.152e+06	-2.03803e+08	1.90272e+08	-2.152e+06	-1.59884e+08	1.73415e+08
246	15.1048	-305.88	-200.713	-2029.17	2089.61	0.105543	-1.14359e+07	2.07898e+08	1.22725e+09	2.16093e+06	-2.06616e+08	1.93019e+08	-2.16093e+06	-1.61558e+08	1.75155e+08
247	14.8472	-304.872	-200.094	-2036.09	2096.42	0.10684	-1.14931e+07	2.10829e+08	1.24233e+09	2.16987e+06	-2.09453e+08	1.9579e+08	-2.16987e+06	-1.63245e+08	1.76907e+08
248	14.5951	-303.871	-199.478	-2043.01	2103.23	0.108147	-1.15502e+07	2.13788e+08	1.25752e+09	2.17882e+06	-2.12314e+08	1.98585e+08	-2.17882e+06	-1.64942e+08	1.78672e+08
249	14.3484	-302.875	-198.865	-2049.94	2110.04	0.109464	-1.16074e+07	2.16773e+08	1.27284e+09	2.18778e+06	-2.152e+08	2.01405e+08	-2.18778e+06	-1.66652e+08	1.80447e+08
250	14.1069	-301.885	-198.255	-2056.86	2116.85	0.110792	-1.16645e+07	2.19787e+08	1.28828e+09	2.19675e+06	-2.18109e+08	2.04248e+08	-2.19675e+06	-1.68374e+08	1.82235e+08
# Source S1·R5 [input_traj copy.txt] (B=8.6e-11, Le=0, Lmu=-0.4, Ltau=0.4, eos=1, nf=3)
80	202.866	-494.724	-290.471	-1010.57	1093.89	0.00514982	-4.0414e+06	1.45373e+07	5.98817e+07	723700	-5.44677e+06	681673	-723700	-1.85059e+07	2.3271e+07
81	203.295	-498.581	-292.837	-1029.46	1113.34	0.00547506	-4.22792e+06	1.51341e+07	6.36635e+07	744277	-5.91593e+06	943741	-744277	-1.95495e+07	2.45216e+07
82	203.287	-501.366	-294.62	-1047.36	1131.51	0.00580275	-4.39466e+06	1.56447e+07	6.74739e+07	762023	-6.41405e+06	1.25737e+06	-762023	-2.05755e+07	2.57322e+07
83	202.884	-503.165	-295.867	-1064.07	1148.27	0.00612735	-4.54141e+06	1.60703e+07	7.12483e+07	777064	-6.93245e+06	1.61397e+06	-777064	-2.15669e+07	2.68854e+07
84	202.159	-504.143	-296.667	-1079.59	1163.67	0.00644637	-4.6704e+06	1.64224e+07	7.49578e+07	789798	-7.46515e+06	2.00495e+06	-789798	-2.2518e+07	2.79782e+07
85	201.186	-504.475	-297.116	-1094.07	1177.92	0.00676014	-4.78476e+06	1.6717e+07	7.86063e+07	800701	-8.01002e+06	2.42456e+06	-800701	-2.34325e+07	2.9018e+07
86	200.022	-504.295	-297.286	-1107.57	1191.12	0.00706736	-4.88696e+06	1.69608e+07	8.21786e+07	810139	-8.56249e+06	2.8654e+06	-810139	-2.4309e+07	3.0006e+07
87	199.485	-503.729	-297.246	-1120.29	1203.5	0.00737035	-4.97962e+06	1.71682e+07	8.57017e+07	818477	-9.12402e+06	3.32591e+06	-818477	-2.51567e+07	3.09548e+07
88	198.947	-502.873	-297.047	-1132.49	1215.31	0.00767315	-5.06493e+06	1.73567e+07	8.92226e+07	826001	-9.69978e+06	3.80884e+06	-826001	-2.59893e+07	3.18802e+07
89	197.987	-501.782	-296.719	-1144.2	1226.6	0.00797546	-5.14408e+06	1.75287e+07	9.27379e+07	832869	-1.02881e+07	4.31118e+06	-832869	-2.6807e+07	3.2784e+07
90	196.645	-500.502	-296.288	-1155.48	1237.44	0.00827742	-5.21812e+06	1.7687e+07	9.62491e+07	839217	-1.08883e+07	4.83094e+06	-839217	-2.76114e+07	3.36687e+07
91	195.148	-499.071	-295.773	-1166.35	1247.88	0.00857924	-5.28792e+06	1.78335e+07	9.97586e+07	845158	-1.14997e+07	5.36663e+06	-845158	-2.84037e+07	3.45368e+07
92	193.754	-497.519	-295.191	-1176.91	1257.99	0.00888207	-5.3542e+06	1.79729e+07	1.0328e+08	850782	-1.21238e+07	5.91878e+06	-850782	-2.91882e+07	3.53932e+07
93	192.208	-495.868	-294.553	-1187.2	1267.84	0.0091869	-5.41756e+06	1.81092e+07	1.06824e+08	856158	-1.27617e+07	6.48803e+06	-856158	-2.9968e+07	3.62418e+07
94	190.581	-494.137	-293.87	-1197.26	1277.45	0.00949402	-5.47842e+06	1.82437e+07	1.10396e+08	861338	-1.34137e+07	7.07397e+06	-861338	-3.07445e+07	3.70842e+07
95	188.825	-492.339	-293.149	-1207.13	1286.86	0.00980389	-5.53719e+06	1.83782e+07	1.13999e+08	866364	-1.40803e+07	7.67673e+06	-866364	-3.15192e+07	3.79228e+07
96	186.955	-490.486	-292.396	-1216.82	1296.11	0.0101169	-5.59416e+06	1.85142e+07	1.17638e+08	871269	-1.47618e+07	8.29639e+06	-871269	-3.22935e+07	3.87589e+07
97	184.989	-488.586	-291.616	-1226.35	1305.2	0.0104334	-5.64961e+06	1.86531e+07	1.21319e+08	876080	-1.54589e+07	8.93317e+06	-876080	-3.30687e+07	3.95944e+07
98	182.953	-486.649	-290.813	-1235.76	1314.17	0.0107537	-5.70378e+06	1.87957e+07	1.25043e+08	880820	-1.61716e+07	9.58703e+06	-880820	-3.38454e+07	4.043e+07
99	180.868	-484.678	-289.989	-1245.05	1323.02	0.0110782	-5.75684e+06	1.89439e+07	1.28816e+08	885505	-1.69011e+07	1.02588e+07	-885505	-3.46254e+07	4.12678e+07
100	178.757	-482.683	-289.149	-1254.2	1331.75	0.011406	-5.80904e+06	1.9094e+07	1.32628e+08	890156	-1.7645e+07	1.09458e+07	-890156	-3.5406e+07	4.21052e+07
101	176.644	-480.687	-288.307	-1263.32	1340.42	0.0117398	-5.85836e+06	1.92545e+07	1.36509e+08	894851	-1.84081e+07	1.16549e+07	-894851	-3.61955e+07	4.29487e+07
102	174.535	-478.669	-287.449	-1271.99	1348.72	0.0120666	-5.9096e+06	1.93801e+07	1.40309e+08	899519	-1.91644e+07	1.23553e+07	-899519	-3.69591e+07	4.37682e+07
103	172.413	-476.544	-286.53	-1282.11	1358.27	0.0124495	-5.95733e+06	1.97042e+07	1.44762e+08	903881	-2.0048e+07	1.31868e+07	-903881	-3.78568e+07	4.4718e+07
104	170.441	-474.747	-285.788	-1286.73	1363.05	0.0126516	-6.0162e+06	1.93392e+07	1.47111e+08	909351	-2.05486e+07	1.36231e+07	-909351	-3.82958e+07	4.52214e+07
105	167.961	-471.416	-284.201	-1313.15	1386.76	0.0136328	-6.02298e+06	2.19547e+07	1.5852e+08	909856	-2.2758e+07	1.58251e+07	-909856	-4.06502e+07	4.7583e+07
106	165.802	-468.847	-283.028	-1324.34	1397.46	0.0140974	-6.08621e+06	2.26093e+07	1.63923e+08	912877	-2.38654e+07	1.68663e+07	-912877	-4.1704e+07	4.87031e+07
107	164.217	-467.783	-282.68	-1318.87	1393.51	0.0139412	-6.17824e+06	2.07742e+07	1.62107e+08	920847	-2.35865e+07	1.64875e+07	-920847	-4.12563e+07	4.83554e+07
108	162.443	-465.532	-281.675	-1328.89	1403.02	0.0143652	-6.22758e+06	2.12136e+07	1.67037e+08	924968	-2.4602e+07	1.74495e+07	-924968	-4.22129e+07	4.93655e+07
109	160.829	-463.592	-280.838	-1335.09	1409.19	0.0146505	-6.28618e+06	2.10921e+07	1.70355e+08	930143	-2.53121e+07	1.80957e+07	-930143	-4.28299e+07	5.00462e+07
110	159.246	-461.612	-279.976	-1342.02	1415.99	0.0149687	-6.34137e+06	2.1084e+07	1.74055e+08	935221	-2.60997e+07	1.88232e+07	-935221	-4.35223e+07	5.07989e+07
111	157.693	-459.687	-279.14	-1348.56	1422.43	0.0152757	-6.39621e+06	2.10142e+07	1.77624e+08	940507	-2.68654e+07	1.95287e+07	-940507	-4.41844e+07	5.15211e+07
112	156.246	-457.792	-278.317	-1355.02	1428.78	0.0155837	-6.44957e+06	2.09312e+07	1.81206e+08	945924	-2.76366e+07	2.02411e+07	-945924	-4.48459e+07	5.22414e+07
113	154.907	-455.949	-277.519	-1361.17	1434.85	0.0158834	-6.502e+06	2.0797e+07	1.84691e+08	951541	-2.83914e+07	2.09379e+07	-951541	-4.54848e+07	5.29383e+07
114	153.675	-454.125	-276.729	-1367.41	1440.98	0.0161904	-6.55212e+06	2.0674e+07	1.8826e+08	957254	-2.91658e+07	2.16564e+07	-957254	-4.61383e+07	5.36477e+07
115	152.557	-452.338	-275.955	-1373.58	1447.02	0.0164979	-6.60027e+06	2.05351e+07	1.91836e+08	963114	-2.99439e+07	2.23805e+07	-963114	-4.67907e+07	5.43541e+07
116	151.552	-450.585	-275.196	-1379.68	1452.98	0.0168065	-6.64625e+06	2.03821e+07	1.95425e+08	969120	-3.07268e+07	2.31114e+07	-969120	-4.74432e+07	5.50586e+07
117	150.668	-448.867	-274.454	-1385.74	1458.89	0.0171168	-6.68986e+06	2.02171e+07	1.99033e+08	975270	-3.15158e+07	2.38506e+07	-975270	-4.80974e+07	5.57625e+07
118	149.886	-447.184	-273.726	-1391.77	1464.74	0.0174293	-6.7309e+06	2.00421e+07	2.02666e+08	981564	-3.2312e+07	2.45995e+07	-981564	-4.87546e+07	5.64671e+07
119	149.204	-445.535	-273.014	-1397.77	1470.56	0.0177444	-6.7692e+06	1.98586e+07	2.0633e+08	988002	-3.31162e+07	2.5359e+07	-988002	-4.9416e+07	5.71732e+07
120	148.614	-443.92	-272.318	-1403.78	1476.34	0.0180627	-6.80457e+06	1.96691e+07	2.10032e+08	994580	-3.39299e+07	2.61307e+07	-994580	-5.00828e+07	5.7882e+07
121	148.108	-442.331	-271.632	-1409.85	1482.16	0.0183876	-6.83666e+06	1.94865e+07	2.13809e+08	1.00128e+06	-3.47607e+07	2.69228e+07	-1.00128e+06	-5.07628e+07	5.86007e+07
122	147.669	-440.764	-270.955	-1416.05	1488.07	0.0187219	-6.86527e+06	1.93231e+07	2.17696e+08	1.00807e+06	-3.5616e+07	2.77426e+07	-1.00807e+06	-5.14625e+07	5.93359e+07
123	147.28	-439.215	-270.284	-1422.38	1494.07	0.0190659	-6.89045e+06	1.91796e+07	2.21696e+08	1.01496e+06	-3.64962e+07	2.85908e+07	-1.01496e+06	-5.21822e+07	6.00876e+07
124	146.929	-437.684	-269.621	-1428.83	1500.16	0.0194195	-6.91226e+06	1.90561e+07	2.25809e+08	1.02193e+06	-3.74017e+07	2.94676e+07	-1.02193e+06	-5.29217e+07	6.08558e+07
125	146.603	-436.171	-268.963	-1435.41	1506.33	0.0197829	-6.93075e+06	1.89527e+07	2.30034e+08	1.02899e+06	-3.83327e+07	3.0373e+07	-1.02899e+06	-5.36808e+07	6.16406e+07
126	146.292	-434.675	-268.31	-1442.09	1512.58	0.020156	-6.94598e+06	1.88698e+07	2.34373e+08	1.03613e+06	-3.92894e+07	3.13073e+07	-1.03613e+06	-5.44596e+07	6.24417e+07
127	145.987	-433.194	-267.663	-1448.89	1518.91	0.020539	-6.95801e+06	1.88075e+07	2.38825e+08	1.04335e+06	-4.02721e+07	3.22707e+07	-1.04335e+06	-5.52579e+07	6.32593e+07
128	145.679	-431.727	-267.021	-1455.79	1525.32	0.0209317	-6.96689e+06	1.87661e+07	2.43392e+08	1.05065e+06	-4.12811e+07	3.32635e+07	-1.05065e+06	-5.60757e+07	6.40932e+07
129	145.361	-430.275	-266.383	-1462.79	1531.8	0.0213343	-6.97267e+06	1.87459e+07	2.48073e+08	1.05802e+06	-4.23165e+07	3.42859e+07	-1.05802e+06	-5.69129e+07	6.49435e+07
130	145.027	-428.836	-265.748	-1469.89	1538.35	0.0217469	-6.9754e+06	1.87475e+07	2.52871e+08	1.06545e+06	-4.3379e+07	3.53381e+07	-1.06545e+06	-5.77695e+07	6.58104e+07
131	144.662	-427.408	-265.116	-1477.11	1545	0.0221709	-6.97505e+06	1.87765e+07	2.57801e+08	1.07295e+06	-4.44719e+07	3.64239e+07	-1.07295e+06	-5.86485e+07	6.66965e+07
132	144.229	-425.985	-264.484	-1484.47	1551.75	0.0226075	-6.97164e+06	1.88384e+07	2.62877e+08	1.08049e+06	-4.55987e+07	3.75465e+07	-1.08049e+06	-5.95523e+07	6.76044e+07
133	143.692	-424.569	-263.852	-1491.96	1558.62	0.0230566	-6.96534e+06	1.89334e+07	2.681e+08	1.08807e+06	-4.67595e+07	3.87061e+07	-1.08807e+06	-6.04807e+07	6.85341e+07
134	143.023	-423.158	-263.218	-1499.58	1565.58	0.0235183	-6.95627e+06	1.90613e+07	2.73469e+08	1.09569e+06	-4.79544e+07	3.99024e+07	-1.09569e+06	-6.14332e+07	6.94851e+07
135	142.199	-421.75	-262.584	-1507.32	1572.64	0.0239927	-6.94458e+06	1.9223e+07	2.78985e+08	1.10334e+06	-4.9184e+07	4.11361e+07	-1.10334e+06	-6.241e+07	7.04579e+07
136	141.187	-420.345	-261.947	-1515.17	1579.81	0.0244799	-6.93041e+06	1.94192e+07	2.8465e+08	1.11102e+06	-5.04489e+07	4.24075e+07	-1.11102e+06	-6.3411e+07	7.14524e+07
137	139.963	-418.942	-261.308	-1523.13	1587.06	0.0249796	-6.91392e+06	1.96493e+07	2.90461e+08	1.11872e+06	-5.17487e+07	4.3716e+07	-1.11872e+06	-6.44356e+07	7.24683e+07
138	138.51	-417.541	-260.666	-1531.19	1594.4	0.0254917	-6.89528e+06	1.99125e+07	2.96415e+08	1.12645e+06	-5.30831e+07	4.50613e+07	-1.12645e+06	-6.54831e+07	7.35048e+07
139	136.819	-416.142	-260.022	-1539.34	1601.81	0.0260159	-6.87465e+06	2.02078e+07	3.02511e+08	1.1342e+06	-5.44516e+07	4.64427e+07	-1.1342e+06	-6.65527e+07	7.45616e+07
140	134.889	-414.745	-259.376	-1547.57	1609.3	0.0265521	-6.85216e+06	2.05351e+07	3.08746e+08	1.14197e+06	-5.58542e+07	4.786e+07	-1.14197e+06	-6.76441e+07	7.56382e+07
141	132.727	-413.342	-258.722	-1555.93	1616.91	0.0271042	-6.82773e+06	2.09111e+07	3.15165e+08	1.14972e+06	-5.7301e+07	4.93235e+07	-1.14972e+06	-6.87651e+07	7.67426e+07
142	130.36	-411.924	-258.057	-1564.5	1624.7	0.0276759	-6.80147e+06	2.13522e+07	3.21812e+08	1.15744e+06	-5.88018e+07	5.08429e+07	-1.15744e+06	-6.99232e+07	7.78821e+07
143	127.817	-410.49	-257.378	-1573.23	1632.66	0.0282667	-6.77384e+06	2.18573e+07	3.28683e+08	1.1651e+06	-6.03561e+07	5.24171e+07	-1.1651e+06	-7.1117e+07	7.90559e+07
144	125.129	-409.041	-256.688	-1582.13	1640.77	0.0288762	-6.74526e+06	2.24246e+07	3.35769e+08	1.17272e+06	-6.19628e+07	5.40448e+07	-1.17272e+06	-7.23449e+07	8.02629e+07
145	122.319	-407.575	-255.984	-1591.17	1649.02	0.0295037	-6.71615e+06	2.30522e+07	3.43066e+08	1.18027e+06	-6.36211e+07	5.57246e+07	-1.18027e+06	-7.36054e+07	8.15018e+07
146	119.41	-406.093	-255.267	-1600.33	1657.4	0.0301485	-6.68695e+06	2.37373e+07	3.50564e+08	1.18777e+06	-6.53292e+07	5.74545e+07	-1.18777e+06	-7.48965e+07	8.27712e+07
147	116.422	-404.596	-254.538	-1609.58	1665.88	0.0308098	-6.65803e+06	2.44762e+07	3.58253e+08	1.1952e+06	-6.70852e+07	5.9232e+07	-1.1952e+06	-7.6216e+07	8.40692e+07
148	113.38	-403.084	-253.796	-1618.93	1674.46	0.0314868	-6.62977e+06	2.52667e+07	3.66125e+08	1.20258e+06	-6.88878e+07	6.10555e+07	-1.20258e+06	-7.75624e+07	8.53947e+07
149	110.303	-401.556	-253.042	-1628.34	1683.13	0.0321793	-6.60248e+06	2.61076e+07	3.74178e+08	1.2099e+06	-7.07365e+07	6.29241e+07	-1.2099e+06	-7.89346e+07	8.67469e+07
150	107.205	-400.014	-252.275	-1637.82	1691.87	0.0328868	-6.57647e+06	2.69971e+07	3.82405e+08	1.21716e+06	-7.26303e+07	6.48367e+07	-1.21716e+06	-8.03315e+07	8.81251e+07
151	104.102	-398.459	-251.498	-1647.32	1700.67	0.0336075	-6.55211e+06	2.79273e+07	3.90785e+08	1.22436e+06	-7.45649e+07	6.67884e+07	-1.22436e+06	-8.17493e+07	8.95257e+07
152	101.022	-396.895	-250.711	-1656.84	1709.5	0.03434	-6.52963e+06	2.88916e+07	3.99303e+08	1.23152e+06	-7.65363e+07	6.87752e+07	-1.23152e+06	-8.31847e+07	9.09459e+07
153	97.99	-395.321	-249.916	-1666.36	1718.35	0.0350843	-6.50917e+06	2.98901e+07	4.07957e+08	1.23864e+06	-7.85449e+07	7.07971e+07	-1.23864e+06	-8.46379e+07	9.23857e+07
154	95.0251	-393.738	-249.111	-1675.89	1727.24	0.0358405	-6.49088e+06	3.09232e+07	4.1675e+08	1.24571e+06	-8.05911e+07	7.28545e+07	-1.24571e+06	-8.61088e+07	9.38453e+07
155	92.1406	-392.146	-248.297	-1685.42	1736.16	0.0366086	-6.47489e+06	3.19909e+07	4.25681e+08	1.25273e+06	-8.2675e+07	7.49474e+07	-1.25273e+06	-8.75974e+07	9.5325e+07
156	89.346	-390.545	-247.475	-1694.96	1745.11	0.0373886	-6.46134e+06	3.30932e+07	4.34751e+08	1.2597e+06	-8.47968e+07	7.70758e+07	-1.2597e+06	-8.91036e+07	9.68246e+07
157	86.6474	-388.935	-246.643	-1704.49	1754.08	0.0381805	-6.45039e+06	3.42298e+07	4.43959e+08	1.26662e+06	-8.69565e+07	7.92395e+07	-1.26662e+06	-9.06272e+07	9.83442e+07
158	84.0487	-387.316	-245.803	-1714.03	1763.08	0.0389843	-6.44217e+06	3.54004e+07	4.53305e+08	1.27349e+06	-8.91541e+07	8.14384e+07	-1.27349e+06	-9.21681e+07	9.98837e+07
159	81.5515	-385.689	-244.954	-1723.57	1772.11	0.0397998	-6.43681e+06	3.66044e+07	4.62788e+08	1.28032e+06	-9.13894e+07	8.36722e+07	-1.28032e+06	-9.37259e+07	1.01443e+08
160	79.1563	-384.055	-244.098	-1733.09	1781.15	0.0406268	-6.43447e+06	3.78407e+07	4.72405e+08	1.28709e+06	-9.36619e+07	8.59403e+07	-1.28709e+06	-9.53e+07	1.03022e+08
161	76.8621	-382.417	-243.236	-1742.58	1790.17	0.0414622	-6.43534e+06	3.90943e+07	4.82119e+08	1.29383e+06	-9.59632e+07	8.8234e+07	-1.29383e+06	-9.68844e+07	1.04614e+08
162	74.6644	-380.783	-242.372	-1751.98	1799.15	0.0423031	-6.43945e+06	4.0351e+07	4.91897e+08	1.30057e+06	-9.82853e+07	9.05452e+07	-1.30057e+06	-9.84734e+07	1.06213e+08
163	72.5578	-379.152	-241.507	-1761.3	1808.07	0.0431495	-6.44662e+06	4.16108e+07	5.01738e+08	1.3073e+06	-1.00628e+08	9.28742e+07	-1.3073e+06	-1.00067e+08	1.07821e+08
164	70.5383	-377.525	-240.641	-1770.55	1816.95	0.0440016	-6.45669e+06	4.28738e+07	5.11646e+08	1.31403e+06	-1.02992e+08	9.52215e+07	-1.31403e+06	-1.01666e+08	1.09437e+08
165	68.6024	-375.903	-239.775	-1779.74	1825.78	0.0448595	-6.46949e+06	4.41404e+07	5.21622e+08	1.32076e+06	-1.05378e+08	9.75875e+07	-1.32076e+06	-1.03271e+08	1.11061e+08
166	66.7476	-374.288	-238.908	-1788.86	1834.57	0.0457234	-6.48486e+06	4.54109e+07	5.31667e+08	1.3275e+06	-1.07785e+08	9.99727e+07	-1.3275e+06	-1.04882e+08	1.12694e+08
167	64.9713	-372.679	-238.043	-1797.91	1843.33	0.0465935	-6.50263e+06	4.66857e+07	5.41784e+08	1.33424e+06	-1.10214e+08	1.02378e+08	-1.33424e+06	-1.06499e+08	1.14336e+08
168	63.2716	-371.077	-237.178	-1806.92	1852.04	0.0474698	-6.52266e+06	4.7965e+07	5.51975e+08	1.34099e+06	-1.12666e+08	1.04802e+08	-1.34099e+06	-1.08124e+08	1.15987e+08
169	61.6472	-369.482	-236.315	-1815.87	1860.72	0.0483526	-6.54478e+06	4.9249e+07	5.62239e+08	1.34775e+06	-1.1514e+08	1.07248e+08	-1.34775e+06	-1.09755e+08	1.17648e+08
170	60.097	-367.896	-235.453	-1824.77	1869.36	0.0492419	-6.56884e+06	5.05379e+07	5.7258e+08	1.35453e+06	-1.17637e+08	1.09714e+08	-1.35453e+06	-1.11395e+08	1.19318e+08
171	58.619	-366.318	-234.593	-1833.63	1877.99	0.050139	-6.59466e+06	5.18379e+07	5.83012e+08	1.36131e+06	-1.20161e+08	1.12205e+08	-1.36131e+06	-1.13044e+08	1.21e+08
172	57.2059	-364.745	-233.733	-1842.47	1886.6	0.0510454	-6.62212e+06	5.31549e+07	5.93551e+08	1.36809e+06	-1.22714e+08	1.14724e+08	-1.36809e+06	-1.14706e+08	1.22697e+08
173	55.8507	-363.178	-232.874	-1851.3	1895.21	0.0519609	-6.65115e+06	5.44889e+07	6.04196e+08	1.37487e+06	-1.25297e+08	1.17271e+08	-1.37487e+06	-1.16382e+08	1.24408e+08
174	54.5471	-361.619	-232.016	-1860.11	1903.82	0.0528856	-6.68169e+06	5.58398e+07	6.14949e+08	1.38166e+06	-1.2791e+08	1.19847e+08	-1.38166e+06	-1.1807e+08	1.26133e+08
175	53.2897	-360.066	-231.159	-1868.9	1912.41	0.0538197	-6.71367e+06	5.72074e+07	6.2581e+08	1.38846e+06	-1.30553e+08	1.22451e+08	-1.38846e+06	-1.19771e+08	1.27873e+08
176	52.0737	-358.521	-230.304	-1877.67	1921	0.0547629	-6.74702e+06	5.85917e+07	6.36778e+08	1.39526e+06	-1.33227e+08	1.25084e+08	-1.39526e+06	-1.21485e+08	1.29627e+08
177	50.8951	-356.984	-229.451	-1886.43	1929.58	0.0557155	-6.78167e+06	5.99925e+07	6.47855e+08	1.40207e+06	-1.3593e+08	1.27746e+08	-1.40207e+06	-1.23212e+08	1.31396e+08
