# T  muB  muS  muQ  dnB
  8.500000e+01   7.895000e+02   0.000000e+00   1.440000e+02   4.048820e-01
  8.500000e+01   7.895000e+02   0.000000e+00   1.450000e+02   4.139624e-01
  8.500000e+01   7.885000e+02   0.000000e+00   1.460000e+02   4.051808e-01
  8.500000e+01   7.885000e+02   0.000000e+00   1.470000e+02   4.141409e-01
  8.500000e+01   7.875000e+02   0.000000e+00   1.480000e+02   4.055659e-01
  8.500000e+01   7.865000e+02   0.000000e+00   1.490000e+02   3.972696e-01
  8.500000e+01   7.865000e+02   0.000000e+00   1.500000e+02   4.060321e-01
  8.500000e+01   7.855000e+02   0.000000e+00   1.510000e+02   3.979245e-01
  8.500000e+01   7.855000e+02   0.000000e+00   1.520000e+02   4.065745e-01
  8.500000e+01   7.845000e+02   0.000000e+00   1.530000e+02   3.986483e-01
  8.500000e+01   7.835000e+02   0.000000e+00   1.540000e+02   3.909720e-01
  8.500000e+01   7.835000e+02   0.000000e+00   1.550000e+02   3.994367e-01
  8.500000e+01   7.825000e+02   0.000000e+00   1.560000e+02   3.916003e-01
  8.500000e+01   7.825000e+02   0.000000e+00   1.570000e+02   3.989760e-01
  8.500000e+01   7.815000e+02   0.000000e+00   1.580000e+02   3.912969e-01
  8.500000e+01   7.805000e+02   0.000000e+00   1.590000e+02   3.838487e-01
  8.500000e+01   7.805000e+02   0.000000e+00   1.600000e+02   3.910822e-01
  8.500000e+01   7.795000e+02   0.000000e+00   1.610000e+02   3.837992e-01
  8.500000e+01   7.795000e+02   0.000000e+00   1.620000e+02   3.909522e-01
  8.500000e+01   7.785000e+02   0.000000e+00   1.630000e+02   3.838284e-01
  8.500000e+01   7.775000e+02   0.000000e+00   1.640000e+02   3.769132e-01
  8.500000e+01   7.775000e+02   0.000000e+00   1.650000e+02   3.839326e-01
  8.500000e+01   7.765000e+02   0.000000e+00   1.660000e+02   3.771646e-01
  8.500000e+01   7.755000e+02   0.000000e+00   1.670000e+02   3.705918e-01
  8.500000e+01   7.755000e+02   0.000000e+00   1.680000e+02   3.765007e-01
  8.500000e+01   7.745000e+02   0.000000e+00   1.690000e+02   3.694257e-01
  8.500000e+01   7.735000e+02   0.000000e+00   1.700000e+02   3.625551e-01
  8.500000e+01   7.735000e+02   0.000000e+00   1.710000e+02   3.674437e-01
  8.500000e+01   7.725000e+02   0.000000e+00   1.720000e+02   3.607618e-01
  8.500000e+01   7.715000e+02   0.000000e+00   1.730000e+02   3.542700e-01
  8.500000e+01   7.705000e+02   0.000000e+00   1.740000e+02   3.184595e-01
  8.500000e+01   7.705000e+02   0.000000e+00   1.750000e+02   3.528253e-01
  8.500000e+01   7.695000e+02   0.000000e+00   1.760000e+02   3.466835e-01
  8.500000e+01   7.685000e+02   0.000000e+00   1.770000e+02   3.204270e-01
  8.500000e+01   7.675000e+02   0.000000e+00   1.780000e+02   2.907907e-01
  8.500000e+01   7.675000e+02   0.000000e+00   1.790000e+02   3.363458e-01
  8.500000e+01   7.665000e+02   0.000000e+00   1.800000e+02   3.167446e-01
  8.500000e+01   7.655000e+02   0.000000e+00   1.810000e+02   2.916776e-01
  8.500000e+01   7.655000e+02   0.000000e+00   1.820000e+02   3.250185e-01
  8.500000e+01   7.645000e+02   0.000000e+00   1.830000e+02   3.120637e-01
  8.500000e+01   7.635000e+02   0.000000e+00   1.840000e+02   2.910059e-01
  8.500000e+01   7.625000e+02   0.000000e+00   1.850000e+02   2.726559e-01
  8.500000e+01   7.615000e+02   0.000000e+00   1.860000e+02   2.559767e-01
  8.500000e+01   7.615000e+02   0.000000e+00   1.870000e+02   2.834078e-01
  8.500000e+01   7.605000e+02   0.000000e+00   1.880000e+02   2.662274e-01
  8.500000e+01   7.595000e+02   0.000000e+00   1.890000e+02   2.508795e-01
  8.500000e+01   7.585000e+02   0.000000e+00   1.900000e+02   2.370979e-01
  8.500000e+01   7.585000e+02   0.000000e+00   1.910000e+02   2.571237e-01
  8.500000e+01   7.575000e+02   0.000000e+00   1.920000e+02   2.419833e-01
  8.500000e+01   7.565000e+02   0.000000e+00   1.930000e+02   2.283130e-01
  8.500000e+01   7.555000e+02   0.000000e+00   1.940000e+02   2.159206e-01
  8.500000e+01   7.545000e+02   0.000000e+00   1.950000e+02   2.046460e-01
  8.500000e+01   7.545000e+02   0.000000e+00   1.960000e+02   2.146239e-01
  8.500000e+01   7.535000e+02   0.000000e+00   1.970000e+02   2.026443e-01
  8.500000e+01   7.525000e+02   0.000000e+00   1.980000e+02   1.917577e-01
  8.500000e+01   7.515000e+02   0.000000e+00   1.990000e+02   1.818246e-01
  8.500000e+01   7.505000e+02   0.000000e+00   2.000000e+02   1.727292e-01
  8.500000e+01   7.505000e+02   0.000000e+00   2.010000e+02   1.749034e-01
  8.500000e+01   7.495000e+02   0.000000e+00   2.020000e+02   1.659571e-01
  8.500000e+01   7.485000e+02   0.000000e+00   2.030000e+02   1.576359e-01
  8.500000e+01   7.475000e+02   0.000000e+00   2.040000e+02   1.499877e-01
  8.500000e+01   7.465000e+02   0.000000e+00   2.050000e+02   1.429319e-01
  8.500000e+01   7.465000e+02   0.000000e+00   2.060000e+02   1.352666e-01
  8.500000e+01   7.455000e+02   0.000000e+00   2.070000e+02   1.298928e-01
  8.500000e+01   7.445000e+02   0.000000e+00   2.080000e+02   1.248248e-01
  8.500000e+01   7.435000e+02   0.000000e+00   2.090000e+02   1.200436e-01
  8.500000e+01   7.425000e+02   0.000000e+00   2.100000e+02   1.155312e-01
  8.500000e+01   7.415000e+02   0.000000e+00   2.110000e+02   1.112704e-01
  8.500000e+01   7.405000e+02   0.000000e+00   2.120000e+02   1.021217e-01
  8.500000e+01   7.395000e+02   0.000000e+00   2.130000e+02   8.295975e-02
  8.500000e+01   7.385000e+02   0.000000e+00   2.140000e+02   7.026402e-02
  8.500000e+01   7.375000e+02   0.000000e+00   2.150000e+02   6.130023e-02
  8.500000e+01   7.375000e+02   0.000000e+00   2.160000e+02   5.845533e-02
  8.500000e+01   7.365000e+02   0.000000e+00   2.170000e+02   5.991691e-02
  8.500000e+01   7.355000e+02   0.000000e+00   2.180000e+02   5.980859e-02
  8.500000e+01   7.345000e+02   0.000000e+00   2.190000e+02   5.839562e-02
  8.500000e+01   7.335000e+02   0.000000e+00   2.200000e+02   5.265179e-02
  8.550000e+01   7.875000e+02   0.000000e+00  -2.810000e+02   5.104528e-02
  8.550000e+01   7.885000e+02   0.000000e+00  -2.800000e+02   5.991557e-02
  8.550000e+01   7.895000e+02   0.000000e+00  -2.790000e+02   5.715558e-02
  8.550000e+01   7.895000e+02   0.000000e+00  -2.780000e+02   5.458211e-02
  8.550000e+01   7.905000e+02   0.000000e+00  -2.770000e+02   7.523835e-02
  8.550000e+01   7.915000e+02   0.000000e+00  -2.760000e+02   7.441437e-02
  8.550000e+01   7.925000e+02   0.000000e+00  -2.750000e+02   7.146596e-02
  8.550000e+01   7.925000e+02   0.000000e+00  -2.740000e+02   9.929440e-02
  8.550000e+01   7.935000e+02   0.000000e+00  -2.730000e+02   1.014130e-01
  8.550000e+01   7.945000e+02   0.000000e+00  -2.720000e+02   9.792595e-02
  8.550000e+01   7.945000e+02   0.000000e+00  -2.710000e+02   1.092692e-01
  8.550000e+01   7.955000e+02   0.000000e+00  -2.700000e+02   1.176818e-01
  8.550000e+01   7.965000e+02   0.000000e+00  -2.690000e+02   1.269342e-01
  8.550000e+01   7.965000e+02   0.000000e+00  -2.680000e+02   1.223306e-01
  8.550000e+01   7.975000e+02   0.000000e+00  -2.670000e+02   1.326366e-01
  8.550000e+01   7.985000e+02   0.000000e+00  -2.660000e+02   1.440814e-01
  8.550000e+01   7.985000e+02   0.000000e+00  -2.650000e+02   1.398343e-01
  8.550000e+01   7.995000e+02   0.000000e+00  -2.640000e+02   1.528386e-01
  8.550000e+01   8.005000e+02   0.000000e+00  -2.630000e+02   1.674650e-01
  8.550000e+01   8.005000e+02   0.000000e+00  -2.620000e+02   1.589038e-01
  8.550000e+01   8.015000e+02   0.000000e+00  -2.610000e+02   1.764416e-01
  8.550000e+01   8.015000e+02   0.000000e+00  -2.600000e+02   1.613880e-01
  8.550000e+01   8.025000e+02   0.000000e+00  -2.590000e+02   1.809339e-01
  8.550000e+01   8.035000e+02   0.000000e+00  -2.580000e+02   2.038022e-01
  8.550000e+01   8.035000e+02   0.000000e+00  -2.570000e+02   1.861736e-01
  8.550000e+01   8.045000e+02   0.000000e+00  -2.560000e+02   2.122755e-01
  8.550000e+01   8.045000e+02   0.000000e+00  -2.550000e+02   1.881355e-01
  8.550000e+01   8.055000e+02   0.000000e+00  -2.540000e+02   2.178823e-01
  8.550000e+01   8.065000e+02   0.000000e+00  -2.530000e+02   2.429746e-01
  8.550000e+01   8.065000e+02   0.000000e+00  -2.520000e+02   2.207695e-01
  8.550000e+01   8.075000e+02   0.000000e+00  -2.510000e+02   2.526313e-01
  8.550000e+01   8.075000e+02   0.000000e+00  -2.500000e+02   2.234478e-01
  8.550000e+01   8.085000e+02   0.000000e+00  -2.490000e+02   2.635579e-01
  8.550000e+01   8.085000e+02   0.000000e+00  -2.480000e+02   2.226700e-01
  8.550000e+01   8.095000e+02   0.000000e+00  -2.470000e+02   2.726637e-01
  8.550000e+01   8.105000e+02   0.000000e+00  -2.460000e+02   2.810322e-01
  8.550000e+01   8.105000e+02   0.000000e+00  -2.450000e+02   2.799537e-01
  8.550000e+01   8.115000e+02   0.000000e+00  -2.440000e+02   2.887643e-01
  8.550000e+01   8.115000e+02   0.000000e+00  -2.430000e+02   2.879380e-01
  8.550000e+01   8.125000e+02   0.000000e+00  -2.420000e+02   2.972347e-01
  8.550000e+01   8.125000e+02   0.000000e+00  -2.410000e+02   2.966966e-01
  8.550000e+01   8.135000e+02   0.000000e+00  -2.400000e+02   3.065305e-01
  8.550000e+01   8.135000e+02   0.000000e+00  -2.390000e+02   3.033511e-01
  8.550000e+01   8.145000e+02   0.000000e+00  -2.380000e+02   3.130361e-01
  8.550000e+01   8.145000e+02   0.000000e+00  -2.370000e+02   3.095312e-01
  8.550000e+01   8.155000e+02   0.000000e+00  -2.360000e+02   3.196342e-01
  8.550000e+01   8.155000e+02   0.000000e+00  -2.350000e+02   3.161903e-01
  8.550000e+01   8.165000e+02   0.000000e+00  -2.340000e+02   3.267388e-01
  8.550000e+01   8.165000e+02   0.000000e+00  -2.330000e+02   3.233651e-01
  8.550000e+01   8.165000e+02   0.000000e+00  -2.320000e+02   3.200174e-01
  8.550000e+01   8.175000e+02   0.000000e+00  -2.310000e+02   3.310960e-01
  8.550000e+01   8.175000e+02   0.000000e+00  -2.300000e+02   3.263093e-01
  8.550000e+01   8.185000e+02   0.000000e+00  -2.290000e+02   3.373943e-01
  8.550000e+01   8.185000e+02   0.000000e+00  -2.280000e+02   3.321910e-01
  8.550000e+01   8.195000e+02   0.000000e+00  -2.270000e+02   3.437370e-01
  8.550000e+01   8.195000e+02   0.000000e+00  -2.260000e+02   3.385118e-01
  8.550000e+01   8.195000e+02   0.000000e+00  -2.250000e+02   3.332652e-01
  8.550000e+01   8.205000e+02   0.000000e+00  -2.240000e+02   3.453021e-01
  8.550000e+01   8.205000e+02   0.000000e+00  -2.230000e+02   3.400357e-01
  8.550000e+01   8.215000e+02   0.000000e+00  -2.220000e+02   3.525948e-01
  8.550000e+01   8.215000e+02   0.000000e+00  -2.210000e+02   3.473111e-01
  8.550000e+01   8.225000e+02   0.000000e+00  -2.200000e+02   3.604260e-01
  8.550000e+01   8.225000e+02   0.000000e+00  -2.190000e+02   3.551278e-01
  8.550000e+01   8.225000e+02   0.000000e+00  -2.180000e+02   3.488936e-01
  8.550000e+01   8.235000e+02   0.000000e+00  -2.170000e+02   3.622922e-01
  8.550000e+01   8.235000e+02   0.000000e+00  -2.160000e+02   3.558340e-01
  8.550000e+01   8.245000e+02   0.000000e+00  -2.150000e+02   3.698354e-01
  8.550000e+01   8.245000e+02   0.000000e+00  -2.140000e+02   3.633242e-01
  8.550000e+01   8.245000e+02   0.000000e+00  -2.130000e+02   3.567708e-01
  8.550000e+01   8.255000e+02   0.000000e+00  -2.120000e+02   3.714062e-01
  8.550000e+01   8.255000e+02   0.000000e+00  -2.110000e+02   3.648003e-01
  8.550000e+01   8.255000e+02   0.000000e+00  -2.100000e+02   3.581509e-01
  8.550000e+01   8.265000e+02   0.000000e+00  -2.090000e+02   3.734696e-01
  8.550000e+01   8.265000e+02   0.000000e+00  -2.080000e+02   3.667683e-01
  8.550000e+01   8.275000e+02   0.000000e+00  -2.070000e+02   3.828300e-01
  8.550000e+01   8.275000e+02   0.000000e+00  -2.060000e+02   3.760789e-01
  8.550000e+01   8.275000e+02   0.000000e+00  -2.050000e+02   3.692819e-01
  8.550000e+01   8.285000e+02   0.000000e+00  -2.040000e+02   3.861394e-01
  8.550000e+01   8.285000e+02   0.000000e+00  -2.030000e+02   3.791844e-01
  8.550000e+01   8.285000e+02   0.000000e+00  -2.020000e+02   3.717186e-01
  8.550000e+01   8.295000e+02   0.000000e+00  -2.010000e+02   3.892697e-01
  8.550000e+01   8.295000e+02   0.000000e+00  -2.000000e+02   3.817437e-01
  8.550000e+01   8.295000e+02   0.000000e+00  -1.990000e+02   3.741629e-01
  8.550000e+01   8.305000e+02   0.000000e+00  -1.980000e+02   3.926350e-01
  8.550000e+01   8.305000e+02   0.000000e+00  -1.970000e+02   3.849958e-01
  8.550000e+01   8.305000e+02   0.000000e+00  -1.960000e+02   3.773000e-01
  8.550000e+01   8.315000e+02   0.000000e+00  -1.950000e+02   3.967764e-01
  8.550000e+01   8.315000e+02   0.000000e+00  -1.940000e+02   3.890247e-01
  8.550000e+01   8.315000e+02   0.000000e+00  -1.930000e+02   3.812145e-01
  8.550000e+01   8.325000e+02   0.000000e+00  -1.920000e+02   4.017890e-01
  8.550000e+01   8.325000e+02   0.000000e+00  -1.910000e+02   3.939261e-01
  8.550000e+01   8.325000e+02   0.000000e+00  -1.900000e+02   3.860029e-01
  8.550000e+01   8.335000e+02   0.000000e+00  -1.890000e+02   4.077815e-01
  8.550000e+01   8.335000e+02   0.000000e+00  -1.880000e+02   3.998098e-01
  8.550000e+01   8.335000e+02   0.000000e+00  -1.870000e+02   3.917758e-01
  8.550000e+01   8.345000e+02   0.000000e+00  -1.860000e+02   4.148791e-01
  8.550000e+01   8.345000e+02   0.000000e+00  -1.850000e+02   4.068019e-01
  8.550000e+01   8.345000e+02   0.000000e+00  -1.840000e+02   3.986604e-01
  8.550000e+01   8.355000e+02   0.000000e+00  -1.830000e+02   4.231838e-01
  8.550000e+01   8.355000e+02   0.000000e+00  -1.820000e+02   4.147472e-01
  8.550000e+01   8.355000e+02   0.000000e+00  -1.810000e+02   4.062431e-01
  8.550000e+01   8.355000e+02   0.000000e+00  -1.800000e+02   3.976710e-01
  8.550000e+01   8.365000e+02   0.000000e+00  -1.790000e+02   4.238251e-01
  8.550000e+01   8.365000e+02   0.000000e+00  -1.780000e+02   4.152201e-01
  8.550000e+01   8.365000e+02   0.000000e+00  -1.770000e+02   4.065450e-01
  8.550000e+01   8.375000e+02   0.000000e+00  -1.760000e+02   4.345100e-01
  8.550000e+01   8.375000e+02   0.000000e+00  -1.750000e+02   4.258126e-01
  8.550000e+01   8.375000e+02   0.000000e+00  -1.740000e+02   4.170433e-01
  8.550000e+01   8.375000e+02   0.000000e+00  -1.730000e+02   4.082015e-01
  8.550000e+01   8.385000e+02   0.000000e+00  -1.720000e+02   4.382539e-01
  8.550000e+01   8.385000e+02   0.000000e+00  -1.710000e+02   4.294015e-01
  8.550000e+01   8.385000e+02   0.000000e+00  -1.700000e+02   4.204747e-01
  8.550000e+01   8.385000e+02   0.000000e+00  -1.690000e+02   4.114731e-01
  8.550000e+01   8.395000e+02   0.000000e+00  -1.680000e+02   4.438979e-01
  8.550000e+01   8.395000e+02   0.000000e+00  -1.670000e+02   4.349010e-01
  8.550000e+01   8.395000e+02   0.000000e+00  -1.660000e+02   4.258274e-01
  8.550000e+01   8.395000e+02   0.000000e+00  -1.650000e+02   4.166768e-01
  8.550000e+01   8.405000e+02   0.000000e+00  -1.640000e+02   4.518156e-01
  8.550000e+01   8.405000e+02   0.000000e+00  -1.630000e+02   4.426895e-01
  8.550000e+01   8.405000e+02   0.000000e+00  -1.620000e+02   4.334846e-01
  8.550000e+01   8.405000e+02   0.000000e+00  -1.610000e+02   4.241561e-01
  8.550000e+01   8.415000e+02   0.000000e+00  -1.600000e+02   4.624049e-01
  8.550000e+01   8.415000e+02   0.000000e+00  -1.590000e+02   4.530781e-01
  8.550000e+01   8.415000e+02   0.000000e+00  -1.580000e+02   4.436708e-01
  8.550000e+01   8.415000e+02   0.000000e+00  -1.570000e+02   4.341825e-01
  8.550000e+01   8.425000e+02   0.000000e+00  -1.560000e+02   4.760638e-01
  8.550000e+01   8.425000e+02   0.000000e+00  -1.550000e+02   4.666604e-01
  8.550000e+01   8.425000e+02   0.000000e+00  -1.540000e+02   4.571750e-01
  8.550000e+01   8.425000e+02   0.000000e+00  -1.530000e+02   4.476073e-01
  8.550000e+01   8.425000e+02   0.000000e+00  -1.520000e+02   4.379572e-01
  8.550000e+01   8.435000e+02   0.000000e+00  -1.510000e+02   4.843083e-01
  8.550000e+01   8.435000e+02   0.000000e+00  -1.500000e+02   4.747882e-01
  8.550000e+01   8.435000e+02   0.000000e+00  -1.490000e+02   4.651852e-01
  8.550000e+01   8.435000e+02   0.000000e+00  -1.480000e+02   4.554991e-01
  8.550000e+01   8.435000e+02   0.000000e+00  -1.470000e+02   4.457300e-01
  8.550000e+01   8.445000e+02   0.000000e+00  -1.460000e+02   4.923665e-01
  8.550000e+01   8.445000e+02   0.000000e+00  -1.450000e+02   4.878789e-01
  8.550000e+01   8.445000e+02   0.000000e+00  -1.440000e+02   4.782194e-01
  8.550000e+01   8.445000e+02   0.000000e+00  -1.430000e+02   4.684775e-01
  8.550000e+01   8.445000e+02   0.000000e+00  -1.420000e+02   4.586533e-01
  8.550000e+01   8.445000e+02   0.000000e+00  -1.410000e+02   4.487469e-01
  8.550000e+01   8.455000e+02   0.000000e+00  -1.400000e+02   4.980940e-01
  8.550000e+01   8.455000e+02   0.000000e+00  -1.390000e+02   4.970577e-01
  8.550000e+01   8.455000e+02   0.000000e+00  -1.380000e+02   4.880590e-01
  8.550000e+01   8.455000e+02   0.000000e+00  -1.370000e+02   4.782443e-01
  8.550000e+01   8.455000e+02   0.000000e+00  -1.360000e+02   4.683512e-01
  8.550000e+01   8.455000e+02   0.000000e+00  -1.350000e+02   4.583801e-01
  8.550000e+01   8.465000e+02   0.000000e+00  -1.340000e+02   5.048684e-01
  8.550000e+01   8.465000e+02   0.000000e+00  -1.330000e+02   5.039585e-01
  8.550000e+01   8.465000e+02   0.000000e+00  -1.320000e+02   5.030738e-01
  8.550000e+01   8.465000e+02   0.000000e+00  -1.310000e+02   4.968607e-01
  8.550000e+01   8.465000e+02   0.000000e+00  -1.300000e+02   4.870872e-01
  8.550000e+01   8.465000e+02   0.000000e+00  -1.290000e+02   4.772443e-01
  8.550000e+01   8.465000e+02   0.000000e+00  -1.280000e+02   4.673332e-01
  8.550000e+01   8.475000e+02   0.000000e+00  -1.270000e+02   5.120264e-01
  8.550000e+01   8.475000e+02   0.000000e+00  -1.260000e+02   5.113053e-01
  8.550000e+01   8.475000e+02   0.000000e+00  -1.250000e+02   5.106103e-01
  8.550000e+01   8.475000e+02   0.000000e+00  -1.240000e+02   5.099414e-01
  8.550000e+01   8.475000e+02   0.000000e+00  -1.230000e+02   5.091657e-01
  8.550000e+01   8.475000e+02   0.000000e+00  -1.220000e+02   4.996557e-01
  8.550000e+01   8.475000e+02   0.000000e+00  -1.210000e+02   4.900969e-01
  8.550000e+01   8.475000e+02   0.000000e+00  -1.200000e+02   4.804916e-01
  8.550000e+01   8.475000e+02   0.000000e+00  -1.190000e+02   4.708426e-01
  8.550000e+01   8.485000e+02   0.000000e+00  -1.180000e+02   5.197533e-01
  8.550000e+01   8.485000e+02   0.000000e+00  -1.170000e+02   5.192813e-01
  8.550000e+01   8.485000e+02   0.000000e+00  -1.160000e+02   5.188363e-01
  8.550000e+01   8.485000e+02   0.000000e+00  -1.150000e+02   5.184137e-01
  8.550000e+01   8.485000e+02   0.000000e+00  -1.140000e+02   5.180060e-01
  8.550000e+01   8.485000e+02   0.000000e+00  -1.130000e+02   5.176260e-01
  8.550000e+01   8.485000e+02   0.000000e+00  -1.120000e+02   5.162344e-01
  8.550000e+01   8.485000e+02   0.000000e+00  -1.110000e+02   5.075005e-01
  8.550000e+01   8.485000e+02   0.000000e+00  -1.100000e+02   4.987741e-01
  8.550000e+01   8.485000e+02   0.000000e+00  -1.090000e+02   4.900610e-01
  8.550000e+01   8.485000e+02   0.000000e+00  -1.080000e+02   4.813671e-01
  8.550000e+01   8.495000e+02   0.000000e+00  -1.070000e+02   5.295304e-01
  8.550000e+01   8.495000e+02   0.000000e+00  -1.060000e+02   5.293583e-01
  8.550000e+01   8.495000e+02   0.000000e+00  -1.050000e+02   5.292147e-01
  8.550000e+01   8.495000e+02   0.000000e+00  -1.040000e+02   5.290996e-01
  8.550000e+01   8.495000e+02   0.000000e+00  -1.030000e+02   5.290130e-01
  8.550000e+01   8.495000e+02   0.000000e+00  -1.020000e+02   5.289550e-01
  8.550000e+01   8.495000e+02   0.000000e+00  -1.010000e+02   5.289257e-01
  8.550000e+01   8.495000e+02   0.000000e+00  -1.000000e+02   5.289251e-01
  8.550000e+01   8.495000e+02   0.000000e+00  -9.900000e+01   5.289532e-01
  8.550000e+01   8.495000e+02   0.000000e+00  -9.800000e+01   5.290101e-01
  8.550000e+01   8.495000e+02   0.000000e+00  -9.700000e+01   5.290958e-01
  8.550000e+01   8.495000e+02   0.000000e+00  -9.600000e+01   5.292104e-01
  8.550000e+01   8.495000e+02   0.000000e+00  -9.500000e+01   5.293540e-01
  8.550000e+01   8.495000e+02   0.000000e+00  -9.400000e+01   5.282128e-01
  8.550000e+01   8.495000e+02   0.000000e+00  -9.300000e+01   5.230692e-01
  8.550000e+01   8.495000e+02   0.000000e+00  -9.200000e+01   5.181329e-01
  8.550000e+01   8.495000e+02   0.000000e+00  -9.100000e+01   5.134498e-01
  8.550000e+01   8.495000e+02   0.000000e+00  -9.000000e+01   5.090384e-01
  8.550000e+01   8.495000e+02   0.000000e+00  -8.900000e+01   5.049181e-01
  8.550000e+01   8.495000e+02   0.000000e+00  -8.800000e+01   5.011092e-01
  8.550000e+01   8.495000e+02   0.000000e+00  -8.700000e+01   4.976331e-01
  8.550000e+01   8.495000e+02   0.000000e+00  -8.600000e+01   4.945122e-01
  8.550000e+01   8.505000e+02   0.000000e+00  -8.500000e+01   5.461643e-01
  8.550000e+01   8.505000e+02   0.000000e+00  -8.400000e+01   5.466028e-01
  8.550000e+01   8.505000e+02   0.000000e+00  -8.300000e+01   5.470709e-01
  8.550000e+01   8.505000e+02   0.000000e+00  -8.200000e+01   5.475687e-01
  8.550000e+01   8.505000e+02   0.000000e+00  -8.100000e+01   5.480961e-01
  8.550000e+01   8.505000e+02   0.000000e+00  -8.000000e+01   5.486532e-01
  8.550000e+01   8.505000e+02   0.000000e+00  -7.900000e+01   5.492399e-01
  8.550000e+01   8.505000e+02   0.000000e+00  -7.800000e+01   5.498562e-01
  8.550000e+01   8.505000e+02   0.000000e+00  -7.700000e+01   5.505021e-01
  8.550000e+01   8.505000e+02   0.000000e+00  -7.600000e+01   5.511775e-01
  8.550000e+01   8.505000e+02   0.000000e+00  -7.500000e+01   5.518826e-01
  8.550000e+01   8.505000e+02   0.000000e+00  -7.400000e+01   5.526171e-01
  8.550000e+01   8.505000e+02   0.000000e+00  -7.300000e+01   5.533811e-01
  8.550000e+01   8.495000e+02   0.000000e+00  -7.200000e+01   5.031887e-01
  8.550000e+01   8.495000e+02   0.000000e+00  -7.100000e+01   5.088156e-01
  8.550000e+01   8.495000e+02   0.000000e+00  -7.000000e+01   5.153036e-01
  8.550000e+01   8.495000e+02   0.000000e+00  -6.900000e+01   5.226932e-01
  8.550000e+01   8.495000e+02   0.000000e+00  -6.800000e+01   5.310257e-01
  8.550000e+01   8.495000e+02   0.000000e+00  -6.700000e+01   5.402802e-01
  8.550000e+01   8.495000e+02   0.000000e+00  -6.600000e+01   5.450691e-01
  8.550000e+01   8.495000e+02   0.000000e+00  -6.500000e+01   5.459829e-01
  8.550000e+01   8.495000e+02   0.000000e+00  -6.400000e+01   5.469268e-01
  8.550000e+01   8.495000e+02   0.000000e+00  -6.300000e+01   5.479010e-01
  8.550000e+01   8.495000e+02   0.000000e+00  -6.200000e+01   5.489052e-01
  8.550000e+01   8.495000e+02   0.000000e+00  -6.100000e+01   5.499396e-01
  8.550000e+01   8.495000e+02   0.000000e+00  -6.000000e+01   5.510040e-01
  8.550000e+01   8.495000e+02   0.000000e+00  -5.900000e+01   5.520984e-01
  8.550000e+01   8.495000e+02   0.000000e+00  -5.800000e+01   5.532227e-01
  8.550000e+01   8.495000e+02   0.000000e+00  -5.700000e+01   5.543770e-01
  8.550000e+01   8.495000e+02   0.000000e+00  -5.600000e+01   5.555611e-01
  8.550000e+01   8.495000e+02   0.000000e+00  -5.500000e+01   5.567750e-01
  8.550000e+01   8.495000e+02   0.000000e+00  -5.400000e+01   5.580187e-01
  8.550000e+01   8.495000e+02   0.000000e+00  -5.300000e+01   5.592920e-01
  8.550000e+01   8.495000e+02   0.000000e+00  -5.200000e+01   5.605949e-01
  8.550000e+01   8.495000e+02   0.000000e+00  -5.100000e+01   5.619274e-01
  8.550000e+01   8.485000e+02   0.000000e+00  -5.000000e+01   5.139820e-01
  8.550000e+01   8.485000e+02   0.000000e+00  -4.900000e+01   5.382171e-01
  8.550000e+01   8.485000e+02   0.000000e+00  -4.800000e+01   5.515805e-01
  8.550000e+01   8.485000e+02   0.000000e+00  -4.700000e+01   5.530170e-01
  8.550000e+01   8.485000e+02   0.000000e+00  -4.600000e+01   5.544826e-01
  8.550000e+01   8.485000e+02   0.000000e+00  -4.500000e+01   5.559773e-01
  8.550000e+01   8.485000e+02   0.000000e+00  -4.400000e+01   5.575009e-01
  8.550000e+01   8.485000e+02   0.000000e+00  -4.300000e+01   5.590534e-01
  8.550000e+01   8.485000e+02   0.000000e+00  -4.200000e+01   5.606347e-01
  8.550000e+01   8.485000e+02   0.000000e+00  -4.100000e+01   5.622446e-01
  8.550000e+01   8.485000e+02   0.000000e+00  -4.000000e+01   5.638832e-01
  8.550000e+01   8.485000e+02   0.000000e+00  -3.900000e+01   5.655502e-01
  8.550000e+01   8.475000e+02   0.000000e+00  -3.800000e+01   5.351649e-01
  8.550000e+01   8.475000e+02   0.000000e+00  -3.700000e+01   5.545042e-01
  8.550000e+01   8.475000e+02   0.000000e+00  -3.600000e+01   5.562427e-01
  8.550000e+01   8.475000e+02   0.000000e+00  -3.500000e+01   5.580092e-01
  8.550000e+01   8.475000e+02   0.000000e+00  -3.400000e+01   5.598037e-01
  8.550000e+01   8.475000e+02   0.000000e+00  -3.300000e+01   5.616261e-01
  8.550000e+01   8.475000e+02   0.000000e+00  -3.200000e+01   5.634762e-01
  8.550000e+01   8.475000e+02   0.000000e+00  -3.100000e+01   5.653538e-01
  8.550000e+01   8.475000e+02   0.000000e+00  -3.000000e+01   5.672590e-01
  8.550000e+01   8.465000e+02   0.000000e+00  -2.900000e+01   5.430147e-01
  8.550000e+01   8.465000e+02   0.000000e+00  -2.800000e+01   5.567663e-01
  8.550000e+01   8.465000e+02   0.000000e+00  -2.700000e+01   5.587398e-01
  8.550000e+01   8.465000e+02   0.000000e+00  -2.600000e+01   5.607403e-01
  8.550000e+01   8.465000e+02   0.000000e+00  -2.500000e+01   5.627677e-01
